service_id,date,exception_type
10558,20130124,2
10558,20130125,2
10558,20121225,2
10558,20130101,2
10556,20121101,2
10556,20121102,2
10546,20121030,2
10546,20121031,2
10546,20121101,2
10546,20121106,2
10546,20121107,2
10546,20121108,2
10546,20121109,2
10545,20130107,1
10545,20130108,1
10545,20130109,1
10545,20130110,1
10545,20130111,1
10545,20130114,1
10545,20130115,1
10545,20130116,1
10545,20130117,1
10545,20130118,1
10547,20130204,1
10547,20130205,1
10547,20130206,1
10547,20130207,1
10547,20130208,1
10547,20130130,2
10547,20130131,2
10547,20130201,2
10547,20121225,2
10547,20130101,2
10534,20130129,2
10534,20130130,2
10534,20130131,2
10534,20130201,2
10537,20121030,2
10537,20121031,2
10537,20121106,2
10537,20121107,2
10537,20121108,2
10537,20121109,2
10535,20130122,2
10535,20130123,2
10535,20130124,2
10535,20130125,2
10535,20130129,2
10535,20130130,2
10535,20130131,2
10535,20130201,2
10548,20121106,2
10548,20121107,2
10548,20121108,2
10548,20121109,2
10542,20121126,1
10542,20121127,1
10542,20121128,1
10542,20121129,1
10542,20121130,1
10542,20121109,1
10542,20121031,1
10542,20121101,1
10542,20121102,1
10542,20121203,1
10542,20121204,1
10542,20121205,1
10542,20121206,1
10542,20121207,1
10542,20121104,2
10544,20121204,2
10544,20121205,2
10544,20121206,2
10544,20121207,2
10544,20121208,2
10544,20130108,2
10544,20130109,2
10544,20130110,2
10544,20130111,2
10544,20130112,2
10544,20130115,2
10544,20130116,2
10544,20130117,2
10544,20130118,2
10544,20130119,2
10560,20121105,2
10560,20121106,2
10560,20121107,2
10560,20121108,2
10560,20121112,2
10560,20121113,2
10560,20121114,2
10560,20121115,2
10560,20121116,2
10560,20121104,2
10562,20121126,1
10562,20121127,1
10562,20121128,1
10562,20121129,1
10562,20121130,1
10562,20121101,1
10562,20121102,1
10562,20121204,1
10562,20121205,1
10562,20121206,1
10562,20121207,1
10562,20121202,2
10562,20121104,2
10563,20121101,2
10561,20121112,2
10561,20121113,2
10561,20121114,2
10561,20121115,2
10561,20121116,2
10291,20121101,2
10294,20121101,2
10295,20121120,1
10295,20121121,1
10295,20121122,1
10295,20121123,1
10295,20121204,1
10295,20121205,1
10295,20121206,1
10295,20121207,1
10293,20130121,1
10293,20130122,1
10293,20130123,1
10293,20130124,1
10293,20130125,1
10293,20130126,1
10293,20130128,1
10293,20130129,1
10293,20130130,1
10293,20130131,1
10293,20130201,1
10293,20130202,1
10293,20130204,1
10293,20130205,1
10293,20130206,1
10293,20130207,1
10293,20130208,1
10293,20130114,2
10293,20130116,2
10293,20130117,2
10293,20130118,2
10293,20121225,2
10293,20130101,2
10288,20130121,1
10288,20130122,1
10288,20130123,1
10288,20130124,1
10288,20130125,1
10288,20130126,1
10288,20130128,1
10288,20130129,1
10288,20130130,1
10288,20130131,1
10288,20130201,1
10288,20130202,1
10288,20130204,1
10288,20130114,2
10288,20130116,2
10288,20130117,2
10288,20130118,2
10288,20121225,2
10288,20130101,2
10290,20121225,2
10290,20130101,2
10286,20121101,2
10286,20121105,2
10286,20121106,2
10286,20121107,2
10286,20121108,2
10286,20121109,2
10680,20130107,1
10680,20130108,1
10680,20130109,1
10680,20130110,1
10680,20130111,1
10680,20130112,1
10680,20130114,1
10680,20130115,1
10680,20130116,1
10680,20130117,1
10680,20130118,1
10680,20130119,1
10680,20130121,1
10680,20130122,1
10680,20130123,1
10680,20130124,1
10680,20130125,1
10680,20130126,1
10680,20130128,1
10680,20130129,1
10680,20130130,1
10680,20130131,1
10680,20130201,1
10680,20130202,1
10680,20130204,1
10680,20130205,1
10680,20130206,1
10680,20130207,1
10680,20130208,1
10681,20121101,2
10678,20121225,1
10678,20130101,1
10677,20121225,1
10677,20130101,1
10677,20121101,1
10677,20121110,2
10679,20121101,1
10679,20121110,2
10679,20121103,2
10679,20121104,2
10675,20121119,1
10675,20121126,1
10674,20121112,1
10674,20121029,1
10674,20121203,1
10674,20121030,2
10674,20121031,2
10674,20121101,2
10674,20121127,2
10674,20121128,2
10674,20121129,2
10674,20121130,2
10674,20121201,2
10672,20121029,1
10672,20121030,1
10672,20121031,1
10672,20121126,1
10672,20121127,1
10672,20121128,1
10672,20121129,1
10672,20121130,1
10676,20121202,1
10676,20121126,2
10676,20121127,2
10676,20121128,2
10676,20121129,2
10676,20121130,2
10713,20121211,1
10713,20121212,1
10713,20121213,1
10713,20121214,1
10713,20121215,1
10713,20130129,1
10713,20130130,1
10713,20130131,1
10713,20130201,1
10713,20130202,1
10717,20130202,2
10717,20130203,2
10715,20121225,1
10715,20130101,1
10715,20121101,1
10715,20121110,2
10715,20121103,2
10715,20121104,2
10716,20121211,2
10716,20121212,2
10716,20121213,2
10716,20121214,2
10716,20121215,2
10716,20130129,2
10716,20130130,2
10716,20130131,2
10716,20130201,2
10716,20130202,2
10714,20121225,1
10714,20130101,1
10714,20121101,1
10714,20121103,2
10714,20121104,2
10694,20121112,1
10694,20121113,1
10694,20121114,1
10694,20121115,1
10694,20121116,1
10694,20121119,1
10694,20121120,1
10694,20121121,1
10694,20121122,1
10694,20121123,1
10694,20130128,1
10694,20130129,1
10694,20130130,1
10694,20130131,1
10694,20130201,1
10694,20130204,1
10694,20130205,1
10694,20130206,1
10694,20130207,1
10694,20130208,1
10691,20121029,1
10691,20121030,1
10691,20121031,1
10691,20121105,1
10691,20121106,1
10691,20121107,1
10691,20121108,1
10691,20121109,1
10691,20121110,2
10723,20130202,2
10723,20130203,2
10698,20121201,2
10721,20121226,1
10721,20130102,1
10719,20121101,2
10686,20121225,2
10686,20130101,2
10731,20121102,1
10731,20121103,1
10720,20121105,2
10720,20121106,2
10720,20121107,2
10720,20121108,2
10720,20121109,2
10718,20121101,1
10728,20130108,1
10728,20130109,1
10728,20130110,1
10728,20130111,1
10728,20130112,1
10728,20130115,1
10728,20130116,1
10728,20130117,1
10728,20130118,1
10728,20130119,1
10728,20130122,1
10728,20130123,1
10728,20130124,1
10728,20130125,1
10728,20130126,1
10728,20130129,1
10728,20130130,1
10728,20130131,1
10728,20130201,1
10728,20130202,1
10728,20130205,1
10728,20130206,1
10728,20130207,1
10728,20130202,2
10728,20130205,2
10728,20130206,2
10727,20121110,2
10727,20121101,2
10727,20121102,2
10727,20121103,2
10726,20121202,2
10711,20121225,1
10711,20130101,1
10700,20121201,1
10699,20121126,1
10699,20121127,1
10699,20121128,1
10699,20121129,1
10699,20121130,1
10699,20121203,1
10699,20121204,1
10699,20121205,1
10699,20121206,1
10699,20121207,1
10699,20121101,2
10697,20121101,2
10695,20121112,2
10695,20121113,2
10695,20121114,2
10695,20121115,2
10707,20121101,2
10707,20121201,2
10706,20130202,2
10706,20121225,2
10706,20130101,2
10706,20130207,2
10705,20130124,1
10710,20121225,2
10710,20130101,2
10710,20130124,2
10709,20121225,2
10709,20130101,2
10709,20130207,2
10703,20121225,1
10703,20130101,1
10702,20121101,1
10702,20121110,2
10702,20121111,2
10688,20121105,2
10688,20121106,2
10688,20121107,2
10688,20121108,2
10688,20121109,2
10688,20130203,2
10689,20121101,2
10689,20121225,2
10689,20130101,2
10692,20121111,1
10684,20121101,1
10684,20121110,2
10687,20121225,2
10687,20130101,2
10772,20121210,1
10772,20121211,1
10772,20121212,1
10772,20121213,1
10772,20121214,1
10772,20121217,1
10772,20121218,1
10772,20121219,1
10772,20121220,1
10772,20121221,1
10772,20121224,1
10772,20121225,1
10772,20121226,1
10772,20121227,1
10772,20121228,1
10772,20121231,1
10772,20130101,1
10772,20130102,1
10772,20130103,1
10772,20130104,1
10772,20130107,1
10772,20130108,1
10772,20130109,1
10772,20130110,1
10772,20130111,1
10772,20130114,1
10772,20130115,1
10772,20130116,1
10772,20130117,1
10772,20130118,1
10772,20130121,1
10772,20130122,1
10772,20130123,1
10772,20130124,1
10772,20130125,1
10772,20130128,1
10772,20130129,1
10772,20130130,1
10772,20130131,1
10772,20130201,1
10772,20130204,1
10772,20130205,1
10772,20130206,1
10772,20130207,1
10772,20130208,1
10772,20121101,2
10772,20121205,2
10772,20121206,2
10772,20121207,2
10772,20121225,2
10772,20130101,2
10773,20121112,2
10773,20121113,2
10773,20121114,2
10773,20121115,2
10773,20121116,2
10773,20121119,2
10773,20121120,2
10773,20121121,2
10773,20121122,2
10773,20121123,2
10770,20121208,2
10771,20121225,1
10771,20130101,1
10771,20121101,1
10588,20121126,1
10588,20121127,1
10588,20121128,1
10588,20121129,1
10588,20121130,1
10588,20121201,1
10588,20121202,1
10588,20121203,1
10588,20121204,1
10588,20121205,1
10588,20121206,1
10588,20121207,1
10588,20121208,1
10769,20121105,2
10769,20121106,2
10769,20121107,2
10769,20121108,2
10769,20121203,2
10769,20121204,2
10769,20121205,2
10769,20121206,2
10767,20121105,1
10767,20121106,1
10767,20121107,1
10767,20121108,1
10767,20121029,1
10767,20121030,1
10767,20121031,1
10767,20121203,1
10767,20121204,1
10767,20121205,1
10767,20121206,1
10768,20130107,1
10768,20130108,1
10768,20130109,1
10768,20130110,1
10768,20130111,1
10768,20130114,1
10768,20130115,1
10768,20130116,1
10768,20130117,1
10768,20130118,1
10755,20121105,1
10755,20121106,1
10755,20121107,1
10755,20121108,1
10755,20121029,1
10755,20121030,1
10755,20121031,1
10755,20121203,1
10755,20121204,1
10755,20121205,1
10755,20121206,1
10756,20121112,1
10756,20121119,1
10756,20121120,1
10756,20121121,1
10756,20121122,1
10756,20121123,1
10756,20121124,1
10756,20121125,1
10756,20121126,1
10756,20121127,1
10756,20121128,1
10756,20121129,1
10756,20121130,1
10756,20121201,1
10756,20121202,1
10756,20121203,1
10756,20121204,1
10756,20121205,1
10756,20121206,1
10756,20121207,1
10756,20121208,1
10756,20121209,1
10756,20121210,1
10756,20121211,1
10756,20121212,1
10756,20121213,1
10756,20121214,1
10756,20121215,1
10756,20121216,1
10756,20121217,1
10756,20121218,1
10756,20121219,1
10756,20121220,1
10756,20121221,1
10756,20121222,1
10756,20121223,1
10756,20121224,1
10756,20121225,1
10756,20121226,1
10756,20121227,1
10756,20121228,1
10756,20121229,1
10756,20121230,1
10756,20121231,1
10756,20130101,1
10756,20130102,1
10756,20130103,1
10756,20130104,1
10756,20130105,1
10756,20130106,1
10756,20130107,1
10756,20130108,1
10756,20130109,1
10756,20130110,1
10756,20130111,1
10756,20130112,1
10756,20130113,1
10756,20130114,1
10756,20130115,1
10756,20130116,1
10756,20130117,1
10756,20130118,1
10756,20130119,1
10756,20130120,1
10756,20130121,1
10756,20130122,1
10756,20130123,1
10756,20130124,1
10756,20130125,1
10756,20130126,1
10756,20130127,1
10756,20130128,1
10756,20130129,1
10756,20130130,1
10756,20130131,1
10756,20130201,1
10756,20130202,1
10756,20130203,1
10756,20130204,1
10756,20130205,1
10756,20130206,1
10756,20130207,1
10756,20130208,1
10756,20130121,2
10756,20130122,2
10756,20130123,2
10756,20130124,2
10756,20130125,2
10756,20130128,2
10756,20130129,2
10756,20130130,2
10756,20130131,2
10756,20130201,2
10759,20121105,2
10759,20121106,2
10759,20121107,2
10759,20121108,2
10759,20121109,2
10758,20130204,1
10758,20130205,1
10758,20130206,1
10758,20130207,1
10758,20121207,1
10758,20121214,1
10758,20130125,1
10758,20130201,1
10758,20130208,1
10762,20121101,1
10658,20121101,2
10761,20121225,1
10761,20130101,1
10751,20121224,1
10751,20121225,1
10751,20121226,1
10751,20121227,1
10751,20121228,1
10751,20121231,1
10751,20130101,1
10732,20121126,2
10732,20121127,2
10732,20121128,2
10732,20121129,2
10732,20121118,2
10732,20121119,2
10732,20121120,2
10732,20121121,2
10732,20121122,2
10732,20121125,2
10750,20130128,2
10750,20130129,2
10750,20130130,2
10750,20130131,2
10750,20130120,2
10750,20130121,2
10750,20130122,2
10750,20130123,2
10750,20130124,2
10750,20130127,2
10749,20130120,2
10749,20130121,2
10749,20130122,2
10749,20130123,2
10749,20130124,2
10749,20130127,2
10749,20130128,2
10749,20130129,2
10749,20130130,2
10749,20130131,2
10749,20130203,2
10749,20130204,2
10749,20130205,2
10749,20130206,2
10749,20130207,2
10753,20130121,2
10753,20130122,2
10753,20130123,2
10753,20130124,2
10753,20130125,2
10753,20130128,2
10753,20130129,2
10753,20130130,2
10753,20130131,2
10753,20130201,2
10748,20121119,2
10748,20121120,2
10748,20121121,2
10748,20121122,2
10748,20121123,2
10748,20121126,2
10748,20121127,2
10748,20121128,2
10748,20121129,2
10748,20121130,2
10763,20121101,2
10765,20121126,2
10765,20121127,2
10765,20121128,2
10765,20121129,2
10765,20121118,2
10765,20121119,2
10765,20121120,2
10765,20121121,2
10765,20121122,2
10765,20121125,2
10766,20130121,2
10766,20130122,2
10766,20130123,2
10766,20130124,2
10766,20130128,2
10766,20130129,2
10766,20130130,2
10766,20130131,2
10913,20121101,2
10900,20121101,1
10917,20130107,1
10917,20130108,1
10917,20130109,1
10917,20130110,1
10917,20130114,1
10917,20130115,1
10917,20130116,1
10917,20130117,1
10917,20130121,1
10917,20130122,1
10917,20130123,1
10917,20130124,1
10916,20121031,1
10916,20121116,2
10928,20130128,2
10928,20130129,2
10928,20130130,2
10928,20130131,2
10922,20121116,1
10927,20121101,1
10925,20130127,1
10925,20130203,1
10924,20121031,2
10924,20121101,2
10924,20121112,2
10924,20121113,2
10924,20121114,2
10924,20121115,2
10926,20121031,1
10920,20121209,1
10920,20121210,1
10920,20121211,1
10920,20121212,1
10920,20121213,1
10920,20121214,1
10920,20121215,1
10920,20121216,1
10920,20121217,1
10920,20121218,1
10920,20121219,1
10920,20121220,1
10920,20121221,1
10920,20121222,1
10920,20121223,1
10920,20121224,1
10920,20121225,1
10920,20121226,1
10920,20121227,1
10920,20121228,1
10920,20121229,1
10920,20121230,1
10920,20121231,1
10920,20130101,1
10920,20130102,1
10920,20130103,1
10920,20130104,1
10920,20130105,1
10920,20130106,1
10920,20130107,1
10920,20130108,1
10920,20130109,1
10920,20130110,1
10920,20130111,1
10920,20130112,1
10920,20130113,1
10920,20130114,1
10920,20130115,1
10920,20130116,1
10920,20130117,1
10920,20130118,1
10920,20130119,1
10920,20130120,1
10920,20130121,1
10920,20130122,1
10920,20130123,1
10920,20130124,1
10920,20130125,1
10920,20130126,1
10920,20130127,1
10920,20130128,1
10920,20130129,1
10920,20130130,1
10920,20130131,1
10920,20130201,1
10920,20130202,1
10920,20130203,1
10920,20130204,1
10920,20130205,1
10920,20130206,1
10920,20130207,1
10920,20130208,1
10920,20121101,2
10920,20121110,2
10920,20121111,2
10920,20121117,2
10920,20121118,2
10920,20121124,2
10920,20121125,2
10920,20121201,2
10920,20121202,2
10921,20121101,2
10962,20121110,1
10962,20121101,1
10962,20121103,1
10962,20121208,1
10968,20121110,1
10968,20121101,1
10968,20121103,1
10968,20121208,1
10969,20121031,1
10966,20121208,1
10964,20121208,1
10965,20121208,1
10972,20121110,1
10972,20121103,1
10972,20121208,1
10973,20121110,1
10973,20121111,1
10973,20121101,1
10973,20121103,1
10973,20121104,1
10973,20121208,1
10950,20130109,2
10940,20121110,1
10940,20121111,1
10940,20121101,1
10940,20121103,1
10940,20121104,1
10940,20121208,1
10944,20121110,1
10944,20121101,1
10944,20121103,1
10944,20121208,1
10948,20121222,1
10948,20121229,1
10939,20121031,1
10942,20121208,1
10946,20121110,1
10946,20121101,1
10946,20121103,1
10946,20121208,1
10945,20121031,1
10945,20121101,1
10945,20121103,1
10929,20121102,1
10929,20130101,1
10929,20130102,1
10929,20121226,1
10929,20121127,1
10929,20121128,1
10929,20121129,1
10929,20121130,1
10929,20121201,1
10929,20121204,1
10929,20121205,1
10929,20121206,1
10929,20121207,1
10929,20121208,1
10909,20121101,2
10934,20121210,1
10934,20121211,1
10934,20121212,1
10934,20121213,1
10934,20121214,1
10934,20130204,1
10934,20130205,1
10934,20130206,1
10934,20130207,1
10934,20130208,1
10933,20121109,1
10933,20121107,2
10930,20121126,1
10930,20121127,1
10930,20121128,1
10930,20121129,1
10930,20121130,1
10930,20121101,1
10930,20121203,1
10930,20121204,1
10930,20121205,1
10930,20121206,1
10930,20121207,1
10931,20121105,2
10931,20121106,2
10931,20121107,2
10931,20121108,2
10931,20121109,2
10931,20121102,2
10956,20121225,1
10956,20130101,1
10956,20121101,1
10956,20121117,2
10956,20121118,2
10956,20121124,2
10956,20121125,2
10956,20121201,2
10956,20121202,2
10954,20121117,2
10954,20121124,2
10954,20121201,2
10955,20121225,1
10955,20130101,1
10955,20121101,1
10955,20121117,2
10955,20121124,2
10955,20121201,2
10961,20121210,1
10961,20121211,1
10961,20121212,1
10961,20121213,1
10961,20121214,1
10961,20130121,1
10961,20130122,1
10961,20130123,1
10961,20130124,1
10961,20130125,1
10957,20121105,2
10957,20121106,2
10957,20121107,2
10957,20121108,2
10957,20121109,2
10957,20121102,2
10957,20121103,2
10957,20121104,2
10960,20121210,2
10960,20121211,2
10960,20121212,2
10960,20121213,2
10960,20121214,2
10960,20130121,2
10960,20130122,2
10960,20130123,2
10960,20130124,2
10960,20130125,2
10959,20121031,1
10958,20121105,2
10958,20121106,2
10958,20121107,2
10958,20121108,2
10958,20121109,2
10958,20121102,2
10974,20121101,1
10975,20121101,1
10625,20130114,2
10625,20130115,2
10625,20130116,2
10625,20130117,2
10625,20130118,2
10591,20121126,2
10591,20121127,2
10591,20121128,2
10591,20121129,2
10591,20121130,2
10591,20121203,2
10591,20121204,2
10591,20121205,2
10591,20121206,2
10591,20121207,2
10624,20121105,2
10624,20121106,2
10624,20121107,2
10624,20121108,2
10624,20121109,2
10624,20121102,2
10619,20121101,1
10619,20121102,1
10623,20121225,1
10623,20121226,1
10623,20130101,1
10623,20130102,1
10622,20121101,2
10622,20121102,2
10620,20121225,2
10620,20121226,2
10620,20130101,2
10620,20130102,2
10611,20121102,2
10611,20121105,2
10611,20121106,2
10611,20121107,2
10611,20121108,2
10611,20121109,2
10612,20121102,2
10627,20121105,2
10627,20121106,2
10627,20121107,2
10627,20121108,2
10627,20121102,2
10609,20121102,2
10609,20121105,2
10609,20121106,2
10609,20121107,2
10609,20121108,2
10609,20121109,2
10605,20130111,1
10605,20130118,1
10605,20130125,1
10599,20121224,1
10599,20121231,1
10599,20121031,1
10596,20130129,2
10596,20121224,2
10596,20121226,2
10596,20121227,2
10596,20121228,2
10596,20121231,2
10596,20130102,2
10596,20130103,2
10596,20130104,2
10598,20121031,2
10598,20121101,2
10598,20121224,2
10598,20121225,2
10598,20121231,2
10598,20130101,2
10604,20121225,1
10604,20130101,1
10604,20121101,1
10603,20130128,1
10603,20130129,1
10603,20130130,1
10603,20130131,1
10603,20130203,1
10603,20130102,1
10603,20130103,1
10603,20121226,1
10603,20121227,1
10603,20130204,1
10603,20130205,1
10603,20130206,1
10603,20130207,1
10601,20130107,2
10601,20130108,2
10601,20130109,2
10601,20130110,2
10601,20130111,2
10595,20130107,2
10595,20130108,2
10595,20130109,2
10595,20130110,2
10595,20130111,2
10613,20121101,2
10613,20121126,2
10613,20121127,2
10613,20121128,2
10613,20121129,2
10613,20121130,2
10613,20121203,2
10613,20121204,2
10613,20121205,2
10613,20121206,2
10613,20121207,2
10614,20130114,1
10614,20130115,1
10614,20130116,1
10614,20130117,1
10614,20130118,1
10614,20130119,1
10614,20130121,1
10614,20130122,1
10614,20130123,1
10614,20130124,1
10614,20130125,1
10614,20130126,1
10614,20130128,1
10614,20130129,1
10614,20130130,1
10614,20130131,1
10614,20130201,1
10614,20130202,1
10614,20130204,1
10614,20130205,1
10614,20130206,1
10614,20130207,1
10614,20130208,1
10614,20130107,2
10614,20130109,2
10614,20130110,2
10614,20130111,2
10614,20121225,2
10614,20130101,2
10610,20130107,2
10610,20130108,2
10610,20130109,2
10610,20130110,2
10610,20130111,2
10610,20130114,2
10610,20130115,2
10610,20130116,2
10610,20130117,2
10610,20130118,2
10592,20130121,2
10592,20130122,2
10592,20130123,2
10592,20130124,2
10592,20130125,2
10593,20130107,2
10593,20130108,2
10593,20130109,2
10593,20130110,2
10593,20130111,2
10593,20130121,2
10593,20130122,2
10593,20130123,2
10593,20130124,2
10593,20130125,2
10617,20130128,2
10617,20130129,2
10617,20130130,2
10617,20130131,2
10617,20130201,2
10615,20130114,2
10615,20130115,2
10615,20130116,2
10615,20130117,2
10615,20130118,2
10615,20130128,2
10615,20130129,2
10615,20130130,2
10615,20130131,2
10615,20130201,2
10896,20121127,2
10896,20121128,2
10896,20121129,2
10896,20121130,2
10896,20121201,2
10893,20121126,2
10893,20121127,2
10893,20121128,2
10893,20121129,2
10893,20121130,2
10893,20121203,2
10893,20121204,2
10893,20121205,2
10893,20121206,2
10893,20121207,2
10733,20121203,2
10733,20121204,2
10733,20121205,2
10733,20121206,2
10733,20121207,2
10747,20121101,2
10745,20121224,1
10745,20121231,1
10745,20121225,2
10745,20121226,2
10745,20130101,2
10745,20130102,2
10746,20121226,1
10746,20130102,1
10746,20121224,2
10746,20121231,2
10736,20121105,2
10736,20121106,2
10736,20121107,2
10736,20121108,2
10736,20121104,2
10736,20121203,2
10736,20121204,2
10736,20121205,2
10736,20121206,2
10736,20121207,2
10737,20121105,2
10737,20121106,2
10737,20121107,2
10737,20121108,2
10737,20121104,2
10737,20121203,2
10737,20121204,2
10737,20121205,2
10737,20121206,2
10737,20121207,2
10642,20121105,2
10642,20121106,2
10642,20121107,2
10642,20121108,2
10642,20121104,2
10734,20121126,2
10734,20121127,2
10734,20121128,2
10734,20121129,2
10734,20121118,2
10734,20121119,2
10734,20121120,2
10734,20121121,2
10734,20121122,2
10734,20121125,2
10734,20121203,2
10734,20121204,2
10734,20121205,2
10734,20121206,2
10734,20121207,2
10741,20121101,2
10741,20121225,2
10741,20130101,2
10738,20130101,1
10738,20121225,1
10738,20121230,2
10738,20121223,2
10743,20121101,2
10742,20121126,2
10742,20121127,2
10742,20121128,2
10742,20121129,2
10742,20121118,2
10742,20121119,2
10742,20121120,2
10742,20121121,2
10742,20121122,2
10742,20121125,2
10879,20121105,1
10855,20121030,2
10855,20121031,2
10855,20121101,2
10855,20121102,2
10855,20121103,2
10632,20121101,2
10629,20121119,2
10629,20121120,2
10629,20121121,2
10629,20121122,2
10629,20121123,2
10629,20121112,2
10629,20121113,2
10629,20121114,2
10629,20121115,2
10629,20121116,2
10629,20121118,2
10643,20121030,2
10643,20121031,2
10636,20130122,2
10636,20130123,2
10636,20130124,2
10636,20130125,2
10636,20121217,2
10636,20121218,2
10636,20121219,2
10636,20121220,2
10636,20121221,2
10637,20130107,1
10637,20130108,1
10637,20130109,1
10637,20130110,1
10637,20130111,1
10637,20130112,1
10637,20130114,1
10637,20130115,1
10637,20130116,1
10637,20130117,1
10637,20130118,1
10637,20130119,1
10637,20130128,1
10637,20130129,1
10637,20130130,1
10637,20130131,1
10637,20130201,1
10637,20130202,1
10637,20130204,1
10637,20130205,1
10637,20130206,1
10637,20130207,1
10637,20130208,1
10641,20121105,2
10641,20121106,2
10641,20121107,2
10641,20121108,2
10640,20121217,2
10640,20121218,2
10640,20121219,2
10640,20121220,2
10640,20121221,2
10635,20121105,2
10635,20121106,2
10635,20121107,2
10635,20121108,2
10635,20121103,2
10635,20121104,2
10633,20121105,2
10633,20121106,2
10633,20121107,2
10633,20121108,2
10633,20121104,2
10634,20121105,2
10634,20121106,2
10634,20121107,2
10634,20121108,2
10638,20130122,2
10638,20130123,2
10638,20130124,2
10638,20130125,2
10638,20121217,2
10638,20121218,2
10638,20121219,2
10638,20121220,2
10638,20121221,2
10648,20130128,1
10648,20130129,1
10648,20130130,1
10648,20130131,1
10648,20130201,1
10648,20130202,1
10648,20130204,1
10648,20130205,1
10648,20130206,1
10648,20130207,1
10648,20130208,1
10648,20130123,2
10648,20130124,2
10648,20130125,2
10648,20121225,2
10648,20130101,2
10647,20121101,2
10646,20121225,1
10646,20130101,1
10645,20121105,2
10645,20121106,2
10645,20121107,2
10645,20121108,2
10645,20121125,2
10645,20121126,2
10645,20121127,2
10645,20121128,2
10645,20121129,2
10645,20121201,2
10645,20121202,2
10645,20121104,2
10645,20121203,2
10645,20121204,2
10645,20121205,2
10645,20121206,2
10649,20121105,2
10649,20121106,2
10649,20121107,2
10649,20121108,2
10650,20121105,2
10650,20121106,2
10650,20121107,2
10650,20121108,2
10650,20121125,2
10650,20121126,2
10650,20121127,2
10650,20121128,2
10650,20121129,2
10650,20121202,2
10650,20121104,2
10650,20121203,2
10650,20121204,2
10650,20121205,2
10650,20121206,2
10664,20121111,1
10664,20121202,1
10664,20121126,2
10664,20121127,2
10664,20121128,2
10664,20121129,2
10664,20121130,2
10664,20121030,2
10664,20121031,2
10664,20121101,2
10664,20121103,2
10665,20121225,1
10665,20130101,1
10665,20121215,2
10662,20121215,1
10667,20121101,2
10668,20121101,2
10668,20121225,2
10668,20130101,2
10668,20121105,2
10668,20121106,2
10668,20121107,2
10668,20121108,2
10668,20121109,2
10668,20121112,2
10668,20121113,2
10668,20121114,2
10668,20121115,2
10668,20121116,2
10668,20121203,2
10668,20121204,2
10668,20121205,2
10668,20121206,2
10668,20121207,2
10670,20121126,1
10670,20121127,1
10670,20121128,1
10670,20121129,1
10670,20121130,1
10670,20121210,1
10670,20121211,1
10670,20121212,1
10670,20121213,1
10670,20121214,1
10670,20121217,1
10670,20121218,1
10670,20121219,1
10670,20121220,1
10670,20121221,1
10670,20130107,1
10670,20130108,1
10670,20130109,1
10670,20130110,1
10670,20130111,1
10670,20130114,1
10670,20130115,1
10670,20130116,1
10670,20130117,1
10670,20130118,1
10670,20130121,1
10670,20130122,1
10670,20130123,1
10670,20130124,1
10670,20130125,1
10670,20130128,1
10670,20130129,1
10670,20130130,1
10670,20130131,1
10670,20130201,1
10670,20130204,1
10670,20130205,1
10670,20130206,1
10670,20130207,1
10670,20130208,1
10670,20121101,2
10666,20121110,2
10666,20121117,2
10666,20121208,2
10657,20121101,2
10657,20121225,2
10657,20130101,2
10866,20121101,2
10866,20121102,2
10866,20121103,2
10871,20121225,1
10871,20130101,1
10872,20121225,1
10872,20130101,1
10874,20121101,2
10874,20121102,2
10874,20121225,2
10874,20130101,2
10868,20121101,2
10868,20121102,2
10868,20121103,2
10868,20121104,2
10869,20121101,2
10869,20121102,2
10869,20121104,2
10890,20121126,1
10890,20121127,1
10890,20121128,1
10890,20121129,1
10890,20121130,1
10890,20121201,1
10890,20121202,1
10890,20121203,1
10976,20130108,2
10976,20130109,2
10976,20130110,2
10976,20130111,2
10976,20130112,2
10976,20130115,2
10976,20130116,2
10976,20130117,2
10976,20130118,2
10976,20130119,2
10976,20130129,2
10976,20130130,2
10976,20130131,2
10976,20130201,2
10976,20130202,2
10977,20130107,2
10977,20130108,2
10977,20130109,2
10977,20130110,2
10977,20130111,2
10977,20130114,2
10977,20130115,2
10977,20130116,2
10977,20130117,2
10977,20130118,2
10977,20130128,2
10977,20130129,2
10977,20130130,2
10977,20130131,2
10977,20130201,2
10978,20130122,1
10978,20130123,1
10978,20130124,1
10978,20130125,1
10978,20130126,1
10978,20121211,1
10978,20121212,1
10978,20121213,1
10978,20121214,1
10978,20121215,1
10978,20130205,1
10978,20130206,1
10978,20130207,1
10978,20130208,1
10979,20121226,2
10979,20130101,2
10979,20130102,2
10985,20121108,1
10981,20121105,2
10981,20121106,2
10981,20121107,2
10981,20121108,2
10981,20121109,2
10981,20121203,2
10981,20121204,2
10981,20121205,2
10981,20121206,2
10981,20121207,2
10980,20121105,2
10980,20121106,2
10980,20121107,2
10980,20121108,2
10980,20121203,2
10980,20121204,2
10980,20121205,2
10980,20121206,2
10980,20121207,2
10983,20121105,2
10983,20121106,2
10983,20121107,2
10983,20121108,2
10983,20121109,2
10983,20121203,2
10983,20121204,2
10983,20121205,2
10983,20121206,2
10983,20121207,2
10982,20121109,2
10982,20121203,2
10982,20121204,2
10982,20121205,2
10982,20121206,2
10982,20121207,2
10894,20121203,1
10894,20121204,1
