service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
10770,0,0,0,0,0,1,0,20121103,20130202
10771,0,0,0,0,0,0,1,20121101,20130203
10769,1,1,1,1,1,0,0,20121102,20121207
10767,0,0,0,0,0,0,0,20121029,20121206
10754,1,1,1,1,0,0,0,20121210,20121213
10755,0,0,0,0,0,0,0,20121029,20121206
10759,1,1,1,1,1,1,1,20121029,20121208
10757,1,1,1,1,1,0,0,20121112,20121130
10760,1,1,1,1,1,1,1,20121029,20121209
10762,0,0,0,0,1,1,1,20121101,20121208
10658,1,1,1,1,0,0,0,20121029,20121206
10761,0,0,0,0,1,1,1,20121209,20130208
10751,0,0,0,0,0,0,1,20121209,20130203
10732,1,1,1,1,1,1,1,20121029,20121208
10750,1,1,1,1,1,1,1,20121209,20130208
10749,1,1,1,1,1,1,1,20121209,20130208
10752,1,1,1,1,1,1,1,20121029,20121208
10753,1,1,1,1,1,1,1,20121209,20130203
10748,1,1,1,1,1,1,1,20121029,20130203
10764,0,0,0,0,0,0,0,20121016,20130208
10763,1,1,1,1,1,0,0,20121029,20121207
10765,1,1,1,1,1,1,1,20121029,20121208
10766,1,1,1,1,1,1,1,20121209,20130208
10913,1,1,1,1,1,0,0,20121029,20121207
10900,0,0,0,0,0,1,1,20121101,20121208
10914,0,0,0,0,0,0,1,20121104,20121111
10919,0,0,0,0,1,0,0,20121102,20121111
10918,1,1,1,1,1,1,0,20121029,20121208
10916,0,0,0,0,1,0,0,20121031,20121207
10915,0,0,0,0,0,1,0,20121103,20121201
10928,1,1,1,1,0,0,1,20121209,20130203
10922,0,0,0,0,1,0,0,20121016,20130208
10927,0,0,0,0,0,1,0,20121101,20121208
10923,0,0,0,0,1,0,0,20130201,20130208
10924,1,1,1,1,0,0,1,20121029,20121206
10926,0,0,1,0,0,0,0,20121016,20130208
10902,1,1,1,1,1,1,1,20121029,20121208
10921,1,1,1,1,1,0,1,20121029,20121207
10967,0,1,0,0,0,0,0,20121225,20130101
10962,0,0,0,0,0,0,1,20121101,20121208
10949,0,0,0,0,0,0,0,20121016,20130208
10968,0,0,0,0,0,0,0,20121101,20121208
10969,0,0,0,0,1,0,0,20121031,20121207
10966,1,1,1,1,1,0,0,20121112,20121208
10964,1,1,1,1,1,0,0,20121112,20121208
10937,0,0,0,0,0,1,1,20121117,20121202
10965,1,1,1,1,1,0,1,20121112,20121208
10970,0,0,0,0,0,1,0,20121117,20121124
10971,0,0,0,0,0,1,1,20121117,20121125
10963,0,0,0,0,0,0,1,20121230,20130106
10972,0,0,0,0,0,0,0,20121103,20121208
10973,0,0,0,0,0,0,0,20121101,20121208
10950,0,0,1,0,0,0,0,20121224,20130113
10951,1,0,0,0,0,0,0,20121029,20121112
10940,0,0,0,0,0,0,0,20121101,20121208
10944,0,0,0,0,0,0,1,20121101,20121208
10952,1,1,1,1,1,0,1,20121209,20130106
10948,0,0,0,0,1,0,0,20121214,20130208
10953,1,1,1,1,1,0,0,20130107,20130208
10939,0,0,0,0,1,0,0,20121031,20121207
10947,0,0,0,0,1,0,0,20121221,20130104
10942,1,1,1,1,1,0,1,20121112,20121208
10943,1,1,1,1,1,1,1,20121209,20130106
10946,0,0,0,0,0,0,0,20121101,20121208
10945,0,0,0,0,1,0,0,20121031,20121207
10941,0,0,0,1,0,1,0,20121101,20121103
10938,0,0,0,0,0,1,0,20121222,20121229
10929,1,0,0,0,0,0,1,20121029,20130204
10936,0,0,0,0,0,1,0,20121103,20121208
10909,1,1,1,1,1,1,0,20121029,20121208
10934,0,0,0,0,0,0,0,20121210,20130208
10932,1,1,1,1,1,1,1,20121224,20130120
10933,0,0,1,0,0,0,0,20121031,20121109
10930,0,0,0,0,0,1,1,20121101,20121208
10931,1,1,1,1,1,1,1,20121031,20121208
10956,0,0,0,0,0,1,1,20121101,20130203
10954,0,0,0,0,0,1,0,20121103,20130202
10955,0,0,0,0,0,1,1,20121101,20130203
10961,0,0,0,0,0,0,0,20121210,20130125
10957,1,1,1,1,1,1,1,20121101,20121208
10960,1,1,1,1,1,1,1,20121209,20130203
10959,0,0,1,0,0,0,0,20121016,20130208
10958,1,1,1,1,1,1,1,20121101,20121208
10974,0,0,0,0,0,1,0,20121101,20121208
10975,0,0,0,0,0,1,0,20121101,20121117
10625,1,1,1,1,1,1,1,20121209,20130208
10591,1,1,1,1,1,1,1,20121029,20121208
10624,1,1,1,1,1,1,1,20121101,20130208
10607,0,0,0,0,0,0,0,20121112,20121209
10619,1,0,0,0,0,1,1,20121029,20121208
10623,1,0,0,0,0,1,1,20121209,20130204
10622,0,1,1,1,1,0,0,20121030,20121207
10620,0,1,1,1,1,0,0,20121211,20130208
10611,1,1,1,1,1,1,1,20121029,20121208
10612,1,1,1,1,1,1,1,20121029,20121208
10627,1,1,1,1,1,1,1,20121029,20121208
10626,0,0,0,0,0,1,1,20121112,20121208
10606,0,0,0,0,0,0,0,20130107,20130127
10609,1,1,1,1,1,1,1,20121029,20121204
10599,0,0,0,0,1,0,0,20121031,20130208
10594,1,1,1,1,1,0,0,20130107,20130111
10597,0,0,0,0,0,1,1,20121103,20121208
10596,1,1,1,1,1,1,1,20121209,20130127
10598,1,1,1,1,0,0,0,20121029,20130207
10604,0,0,0,0,0,0,1,20121101,20130127
10603,0,0,0,0,0,0,0,20121226,20130207
10602,1,1,1,1,0,0,0,20121112,20121206
10601,1,1,1,1,1,1,1,20121029,20130208
10595,1,1,1,1,1,1,1,20121209,20130208
10613,1,1,1,1,1,1,0,20121029,20121208
10610,1,1,1,1,1,1,1,20121209,20130203
10590,1,1,1,1,1,0,0,20130121,20130125
10592,1,1,1,1,1,1,1,20121209,20130208
10589,1,1,1,1,0,1,1,20121209,20130207
10593,1,1,1,1,1,1,1,20121209,20130208
10616,1,1,1,1,1,0,0,20130128,20130201
10617,1,1,1,1,1,1,1,20121209,20130208
10618,1,1,1,1,1,1,1,20121029,20121208
10615,1,1,1,1,1,1,1,20121209,20130208
10896,1,1,1,1,1,1,1,20121029,20121203
10893,1,1,1,1,1,1,1,20121029,20121208
10733,1,1,1,1,1,1,1,20121029,20121208
10747,1,1,1,1,1,1,0,20121029,20121208
10745,0,1,1,1,1,0,0,20121211,20130208
10740,1,1,1,1,1,1,1,20121029,20121208
10746,1,0,0,0,0,0,0,20121210,20130204
10736,1,1,1,1,1,1,1,20121101,20121208
10737,1,1,1,1,1,1,1,20121101,20121208
10642,1,1,1,1,1,1,1,20121101,20121208
10735,1,1,1,1,1,1,1,20121029,20121118
10734,1,1,1,1,1,1,1,20121029,20121208
10741,1,1,1,1,1,0,0,20121029,20130208
10738,0,0,0,0,0,0,1,20121209,20130203
10743,1,1,1,1,1,0,0,20121029,20121118
10742,1,1,1,1,1,1,1,20121029,20121208
10744,1,1,1,1,1,1,1,20121029,20121118
10854,1,1,1,1,1,1,1,20121029,20121208
10879,0,0,0,0,0,1,1,20121103,20121105
10878,1,1,1,1,1,1,1,20121102,20121208
10877,1,1,1,1,0,0,0,20121029,20121101
10856,1,1,1,1,1,1,1,20121103,20121208
10855,1,1,1,1,1,1,1,20121029,20121208
10880,0,0,0,0,0,0,0,20121016,20130208
10881,0,0,0,0,0,0,0,20121016,20130208
10870,0,0,0,1,0,1,1,20121101,20121104
10628,1,1,1,1,1,1,1,20121103,20121208
10631,1,1,1,1,1,0,1,20121104,20121207
10632,1,1,1,1,1,0,0,20121029,20121123
10629,1,1,1,1,1,1,1,20121029,20121208
10643,1,1,1,1,1,1,1,20121029,20121208
10636,1,1,1,1,1,1,1,20121209,20130208
10641,1,1,1,1,1,1,1,20121031,20121208
10640,1,1,1,1,1,1,1,20121209,20130208
10635,1,1,1,1,1,1,1,20121031,20121208
10633,1,1,1,1,1,1,1,20121031,20130208
10634,1,1,1,1,1,1,1,20121103,20121208
10638,1,1,1,1,1,1,0,20121210,20130208
10647,1,1,1,1,1,1,1,20121029,20121208
10646,0,0,0,0,0,1,1,20121209,20130120
10645,1,1,1,1,1,1,1,20121031,20121208
10644,1,1,1,1,1,1,1,20121214,20130208
10649,1,1,1,1,1,1,1,20121031,20121208
10650,1,1,1,1,1,1,1,20121031,20121208
10655,1,1,1,1,1,0,0,20121105,20121207
10664,1,1,1,1,1,1,0,20121029,20121208
10665,0,0,0,0,0,1,1,20121209,20130203
10662,0,0,0,0,0,1,0,20121016,20130208
10667,1,1,1,1,0,0,0,20121029,20121206
10668,1,1,1,1,1,0,0,20121029,20130208
10666,0,0,0,0,0,1,0,20121103,20130202
10659,0,0,0,0,1,1,0,20121214,20130208
10660,0,0,0,0,1,1,0,20121102,20121208
10661,1,1,1,1,1,0,1,20121029,20121207
10657,1,1,1,1,0,0,0,20121029,20130207
10864,0,0,0,0,0,0,1,20121111,20121202
10866,1,1,1,1,1,1,0,20121029,20121208
10871,0,0,0,0,0,0,1,20121209,20130203
10867,0,0,0,0,0,1,1,20121110,20121208
10873,0,0,0,0,0,1,0,20121110,20130202
10865,0,0,0,0,0,1,0,20121110,20121208
10872,0,0,0,0,0,1,1,20121110,20130203
10874,1,1,1,1,1,0,0,20121029,20130208
10868,1,1,1,1,1,1,1,20121029,20121208
10869,1,1,1,1,1,0,1,20121029,20121207
10858,1,1,1,1,1,1,1,20121029,20121208
10859,1,1,1,1,1,1,1,20121103,20121208
10976,1,1,1,1,1,1,1,20121209,20130204
10977,1,1,1,1,1,1,1,20121209,20130203
10978,0,0,0,0,0,0,0,20121211,20130208
10979,0,1,1,1,1,1,0,20121218,20130120
10985,1,1,1,0,1,0,0,20121029,20121109
10984,1,1,1,1,1,0,0,20121112,20121207
10981,1,1,1,1,1,1,1,20121029,20121208
10980,1,1,1,1,1,1,1,20121029,20121208
10983,1,1,1,1,1,1,1,20121029,20121208
10982,1,1,1,1,1,1,1,20121029,20121208
10891,1,0,0,0,0,0,1,20121112,20121203
10892,0,0,0,0,0,1,1,20121112,20121208
10894,0,0,0,0,0,1,1,20121112,20121208
10895,1,0,0,0,0,0,1,20121112,20121208
10901,1,1,1,1,1,1,1,20121029,20121208
10904,0,0,0,0,0,1,1,20121105,20121125
10899,1,1,1,1,1,1,1,20121209,20130208
10906,1,0,0,0,0,0,1,20121029,20121208
10907,0,1,1,1,1,0,0,20121030,20121109
10905,1,0,0,0,0,0,1,20121029,20121208
10897,1,1,1,1,1,1,1,20121029,20121208
10898,1,1,1,1,1,1,1,20121029,20121203
10910,1,1,1,1,1,1,1,20121209,20130208
10911,1,1,1,1,1,1,1,20121029,20121203
10912,1,1,1,1,1,1,1,20121209,20130208
10995,1,1,1,1,1,1,1,20121209,20130203
10994,1,1,1,1,1,1,1,20121209,20130202
10651,1,1,1,1,1,0,0,20121217,20121221
10885,1,1,1,1,1,1,1,20121105,20121208
10886,1,1,1,1,1,0,0,20121105,20121207
10887,1,1,1,1,1,1,0,20121105,20121208
10889,1,1,1,1,1,1,1,20121105,20130208
10888,1,1,1,1,1,0,1,20121105,20121207
10863,1,1,1,1,1,1,1,20121106,20121208
10862,1,1,1,1,1,1,1,20121029,20121208
10861,1,1,1,1,1,1,1,20121029,20121208
10860,1,1,1,1,1,0,1,20121029,20121207
10585,1,0,0,0,0,0,0,20121029,20130204
